rating,text
rotten,"Nothing beats the adrenaline rush of a suspenseful action thriller but watching The Gray Man makes me recall other movies that gave me that feeling, as there’s none of that to be found here."
rotten,"The Gray Man is not the worst film Netflix has put out by any means, but it is yet another example of the kind of bland and insipid anti-cinema that has become their trademark."
fresh,"This is the kind of movie critics may be inclined to dismiss, but it tickles the tastebuds of viewers who like some bangs for their buck, an adrenalin blast and a few jokes."
rotten,"The film's misplaced, weak dialogue, combined with too many jump cuts for action sequences, make The Gray Man feel like a generic cross between the Marvel universe and John Wick. That is not to say the film is horrible, but it is not good."
fresh,"The Gray Man is a popcorn movie for the weekend, when in reality it doesn’t take any risks.  [Full review in Spanish]"
rotten,Mindless but well-acted and well-shot action pic.
fresh,"[A] likeable, muscular, high-octane thriller that you’ll remember for its chaos and carnage rather more than its generic serves-its-purpose storyline."
rotten,All that effort and all that money should have paid for a better screenplay.
fresh,"Thrills on the level of an around-the-world DIEHARD, dirs Anthony & Joe Russo out-Bond multiple times better than the current Bond. Chris Evans plays the villain to the hilt, proving that a trash 'stache and white pants can work on certain types. Great!"
fresh,I'll give it a B- for its simple run and gun mindset and all the butt-kicking Ryan Gosling does.
fresh,"I feel comfortable assuring you that whenever there’s shooting, running, detonating, or general mayhem onscreen, you’ll like what you’re seeing."
rotten,"A cliché on top of a cliché... A movie made out of recycled cardboard, made by Netflix's algorithm to entertain for two hours and be forgotten five minutes later. [Full review in Spanish]"
fresh,"He [Gosling] makes for a good sparring partner next to Chris Evans’ character. You can tell Evans is having an absolute blast as this reckless hotshot who dons some slicked back hair, a sharp mustache, and is the anti-Captain America."
rotten,The Gray Man is a lot of flash with nothing to hold onto. Feeling that way about movies is not what I wanted. It left me feeling gloomy and gray.
rotten,The Gray Man is the best example of the miserable state of contemporary action cinema.   [Full review in Spanish]
rotten,"Killers with a conscience, flash drives and bosses are the real bad guys. Routine action is then not the counterbalance to the question why we are still wasting money making movies like this in 2022."
rotten,"The Gray Man is alright for an action movie on Netflix, but isn’t quite in the big leagues."
rotten,"Empty, obnoxious, upsetting."
rotten,Somehow two directors who have defined blockbuster genre filmmaking recently can’t get a firm grip on this caper.
rotten,"…it’s hard going, instantly forgettable and impossible to start a franchise with…"
rotten,"[A] bloated, brain-dead action movie...nothing more than a catena of big, noisy set-pieces held together by the flimsiest of plots, with an occasional bit of juvenile banter added to the otherwise pedestrian dialogue."
rotten,"Spectacular in a garishly stylized way somewhere on the spectrum between John Woo and Michael Bay.  Big, loud, dumb escapist spy thriller stuff with nothing to say but a lot to shoot at, chase and blow up."
rotten,"As part of the weak story, there’s a flash drive involved, which contains a treasure trove of top secret information that shouldn’t get in the wrong hands. Yes, that old canard. Too much is done for laughs. Mark Greaney doesn’t write comic novels."
rotten,"The whole movie is more and more and more: more explosions, more fireworks, more shooting, more bullets. The Russo’s didn’t care how preposterous this became. I think they got lost in their own mythology."
fresh,"It's impossible not to be highly entertained by the super star cast clearly having the time of their lives, the explosive action scenes and the savvy directing skills of the Russo Brothers."
fresh,"Chris Evans, Ryan Gosling and Dhanush fight for your attention. The plot is clichéd, but the Russo brothers deliver a film packed with action, charismatic actors and beautiful locations."
fresh,Another highly enjoyable spectacle from The Russo Brothers with some stellar action sequences and fun performances from Evans and Gosling.
rotten,"Love The Russos and I'm always down for a good spy adventure.  Yet, The Gray Man left me wanting just a tad bit more.  Having said that this all star cast led by Chris Evans and Ryan Gosling are everything and who doesn't love Aflre Woodard as a badass!"
rotten,"A colorful, action-packed spy flick to please the Marvel loyalists but likely forgettable to many others. ... It’s enough globetrotting to fill James Bond’s passport, cover Indiana Jones’ flight map and make even Jason Bourne dizzy."
fresh,"It is a big, noisy, explosive adrenaline rush — a live-action spin on that old ""MAD"" magazine comic, ""Spy vs. Spy"" — and about as deep."
rotten,"I think they're looking for a series that could replace [James Bond], but in order for that to happen, people need to want to see to this one and the ones to come after, and I already know I don't want to see the next one."
rotten,It's kind of like watching a movie that's a trailer for itself.
fresh,"There’s some decent action set pieces and a formidable cast, but not enough to pop out of summertime filler."
rotten,"As with all Netflix productions with blockbuster dreams, this one is tailor made to be watched at home. You only need to lift your eyes from the second screen whenever you hear an explosion.  [Full Review in Spanish]"
fresh,"The Gray Man doesn’t have much in the way of gray matter, and almost proudly has nothing to say about anything important."
fresh,"Directors Anthony and Joe Russo deliver an unrelenting fusillade of star-studded, big-budget action mayhem. Their adaptation of Mark Greaney's The Gray Man espionage thriller turns on a two-hour bullets and beatdowns spigot."
rotten,"If you love the MCU and loads of cartoonish CGI violence, then you’ll love “The Gray Man."" If you’ve read the books, avoid the movie at all costs. If you haven't read the books—read them. It's a whole summer's worth of thoroughly engrossing page-turning."
fresh,"For all the overkill, The Gray Man is big, loud fun. Mr. Gosling is hip to what's going on; Mr. Evans gets to gobble up the scenery. And even if the elements are hackneyed, they're not clumsy."
rotten,"The film exists to set up sequels, to spend money on fancy location shoots, and to look glamorous and exciting; every harder edge has been sanded down to nothing."
fresh,The Gray Man wallows in its obvious excesses because it doesn’t take itself remotely serious and neither does that stellar cast... which allows for almost every absurdity that unfurls on screen to possess a wink-wink-nudge-nudge kind of appeal.
rotten,"It as aggressively, soullessly stupid a chunk of high-density concrete as you’ll ever dial into."
fresh,"“The Gray Man” will easily fit the bill for action fans. It’s a big, loud, dumb spy-thriller that could become a franchise."
rotten,"I've watched far worse, but damn, The Gray Man is just a bland, ugly shell of an action movie."
fresh,"Boundless, entertaining fun... And absolutely forgettable. [Full review in Spanish]"
fresh,"I suppose it's a world brimming with possibility, but The Gray Man doesn't offer us a compelling enough first chapter to have me groveling for more of the same."
fresh,"It's an action [film], one with fights, explosions, shootouts and a few gags. It isn't original, but it's fun. [Full review in Spanish]"
rotten,"The Gray Man benefits from its talented ensemble cast, the Russos’ creative flair, and strong action work–it is just unfortunate that its frenetic pacing doesn’t complement the monotone premise, so it fails to revolutionize the spy thriller genre."
rotten,"It’s so hackneyed it’s like the Russos are trying to parody hackneyed, blowing their own punchlines as they do."
rotten,"Netflix broke the bank on this formula action epic fronted by Ryan Gosling and Chris Evans as assassins for hire. It’s good enough to rank as watchable. But even in these inflationary times, shouldn't 200 million bucks buy us more than good enough?"
rotten,"A decent, disposable action movie."
fresh,"Whilst it may not be particularly innovative, The Gray Man offers enough exciting action, two game leads, and plenty of spectacle over substance. As long as you don’t expect too much, you’ll have fun with this."
fresh,"[The] good news is, [Ryan Gosling] pulls off a convincing action-oriented role in The Gray Man."
rotten,"It feels like a mixtape, pulling bits from a bunch of much better, much more daring action movies, to create a medley that is mediocre at best."
fresh,"Filled with laughs and so much blood, this film crosses many lines. Just plain bloody fun, gets a B grade from me."
fresh,"By translating the working relationship (or master-slave, since the latter doesn't get any pay) into the vocabulary of common relationship counselling parlance, the film actually elevates its symbolic status."
fresh,"[D]espite divided reviews and less than exciting box office predictions, Renfield will likely do what every [Nicolas] Cage movie manages (or maybe, is cursed) to do: fail at the theatres, before being resurrected as a cult favourite."
fresh,"Wickedly funny, filled with charismatic electricity, and surprisingly touching, it rings new beats for the most classic of all vampire tales. RENFIELD is a classy yet bloody riff on the legendary story of Dracula."
rotten,"""I never drink (pause) wine"" and other classic scenes and lines are recreated well at least three times, and that's why it gets the three stars out of 10 in the review."
rotten,"Renfield has some terrific ideas, hilarious moments and a couple of indelible scenes. But it gets a bit ruined by having a bad guy who no one really wants to see lose."
fresh,"And yet: Renfield and Quincy's final plan is, to put it mildly, dumb as hell, and the ending goes against pretty much everything we know about Dracula."
rotten,"At the end of a very long 93 minutes, you are left with a movie that could have been a laugh riot, but is a rather disappointing bleh bleh bleh"
fresh,"What “Renfield” delivers is sick, twisted fun. If you happen to be a fan of Lloyd Kaufman and Troma horror, or Charles Band and Full Moon Productions, “Renfield” is going to be right up your alley."
rotten,For about 10 minutes the film gets it. The rest is standard action fare where the lamest of crime families gets precedence over Cage finally getting to play a legitimate bloodsucker that is far less funny or scary than his turn in Vampire's Kiss
rotten,Any episode of What We Do in the Shadows trumps whatever’s being attempted with either horror or comedy in the flaccid offerings of Renfield.
fresh,"An unbelievably ridiculous, purposefully silly story about the toxic relationship between Dracula and Renfield, expectedly elevated by the ""OTT King"" Nicolas Cage and an up-to-the-challenge Nicholas Hoult."
fresh,"“Renfield” is a bloody good time at the movies. Nicholas Hoult and Nicholas Cage are fantastic when they share scenes together, complimented by stunning visual effects and a hilarious script."
fresh,"Cage is a delight as the prince of darkness, hamming it up with a performance that makes it look like the actor is having a blast on screen."
fresh,"Outrageously funny, incredibly well-acted and featuring more gory action sequences than you can shake a dismembered arm at, Renfield is a blast from start to finish."
rotten,"Always serviceable, rarely remarkable, Renfield is nothing but an amalgamation of occasional laughs...tightly bound in a coffin of tired takes."
fresh,"Renfield is AWESOME. A GIGANTIC SURPRISE that had me laughing, reacting, screaming, & dying for the next scene. Cage is SO Dracula & Hoult is AMAZING as RENFIELD. It answers the question… what if Mortal Kombat had Dracula?"
fresh,"Renfield is at full power when Cage is front and centre, and feels like its blood is slowly being drained when he's out of the frame."
rotten,Renfield feels relatively lackluster due to doing very little with its promising hilarious premise with Hammer Horror sensibilities.
fresh,"A great comedic performance by Nicholas Hoult combines with over-the-top, bloody action to create an extremely enjoyable time at the movies."
rotten,"Hear me out: Nicolas Cage deserves an Oscar nomination for his performance as Dracula in Renfield... Unfortunately, this movie is also beneath him."
fresh,"The gore is wild and the fight choreography uses every bit of it. The movie ultimately delivers everything it promises as a result, a fact that makes it successful if not inherently ""good."""
fresh,"The most memorable part of a story that is consisently silly but never wildly funny, is Cage’s portrayal of Dracula."
rotten,"There’s a spicier, punchier and sillier movie trapped inside. Shame it couldn’t be coaxed out."
fresh,The end result is a sometimes uneven horror/camp/comedy that only these two actors [Cage/Hoult] have the skills to navigate.
fresh,"It’s a clever hook, and one that allows, uh, fresh blood to be pumped into the Dracula saga."
fresh,"Renfield is pretty much exactly what it presents itself as in the marketing, for good and for ill, and while it is amusing, it doesn't take the time to really dig into the interesting concepts and topics it presents."
fresh,Renfield is played for laughs – though with no shortage of blood and violence.
fresh,"The problem with Renfield is that it is too serious to be campy, yet too campy to be a drama."
fresh,"Every conflict in this film is a masterful choreography of blood, bone, and tearing skin, with Nic Cage vamping it up (I KNOW I KNOW BUT I HAD TO SAY IT) by channeling the signature moves of both Bela Lugosi and Frank Langella."
rotten,"There are a few decent ideas in ""Renfield,"" but they’re left to die of starvation while the plot gives us scene after scene in which gangsters have shootouts..."
fresh,"Not what I’d consider one of the best horror movies of the year, but it’s a perfectly good horror comedy, and sometimes that’s enough..."
rotten,"The story itself ends up leaving something to be desired, feeling like an intriguing concept in search of a better narrative, ultimately turning a semi-fun flick into something mostly forgettable."
rotten,"Renfield is funny enough and slick enough to entertain for ninety minutes, but like Renfield entering Dracula’s service, it abandons all hope of achieving anything more than mere mediocrity in favor of taking the easy way out."
fresh,"It is a ton of fun, in its own right and in the layers McKay imbeds in loving homage to the classics of cinema and horror literature."
fresh,"As a super-deranged Count Dracula, the concept of too much is meat, drink and dessert to a Gothically embellished Nicolas Cage."
fresh,Delights aplenty await fans of high-end horror-comedy in this slickly paced splatterfest...Florid spurts of digital blood gush forth from dismembered limbs in the many fight scenes that combine gunfire with magnificently gratuitous gore.
rotten,Is this... a bit? A movie has to be better than a bit.
fresh,"The main attraction is Nicolas Cage’s barnstorming performance as Dracula, played mainly for laughs yet indicating careful study of his many predecessors in the role."
fresh,… often fun but profoundly uneven …
fresh,A gory comedy that doesn’t overstay its welcome.
rotten,"Please, for the love of God, it's a 90-minute movie--75 minutes of which are spent wondering when it's going to get back to the point."
rotten,Ultimately undone by its self-satisfied snark and the bombastic CGI overkill decreed by the modern movie marketplace.
rotten,"The characters are insipid and rudimentary, crudely carved from the granite of countless hoary cliches."
fresh,"Renfield strives to be innovative, and that's appreciated, though its reluctance to indulge in the macabre and absurd is noteworthy. [Full review in Spanish]"
fresh,"Renfield leaves the coffin door open for a sequel, which might be pushing the concept too far. However, there’s plenty of bite in this comedy to make it a low brow crowd pleaser."
fresh,Nicholas Hoult brings a lot of energy and fun... he's always ready to spill into campy every once in a while too. It's a great pairing... You know Nicolas Cage is living in that world.
rotten,... Disposable entertainment that's only sellable by the presence of a star and the false promise of a novel approach to the material. [Full review in Spanish]
fresh,... A whirlwind of situations that do not take the time to justify themselves so as to not flood the path of what is already a dull-bladed blender of everything that contemporary vampire stories suggest. [Full review in Spanish]
rotten,"Ultra-violent, frightful thriller/horror/comedy - with wild-eyed Nicolas Cage delivering an over-the-top, campy performance."
fresh,"A rollicking party you attend to see Nicolas Cage unleashed, for its explicit violence and over-the-top humor, and in which you stay for some endearing characters whom you unexpectedly end up adoring."
fresh,"Cage seems to be having the time of his life hamming it up and gleefully creating a bloodbath everywhere he goes. While the comedy aspect isn't quite as sharp as the horror side, it's still a decent mix that many other films get wrong."
fresh,"Once again, Cage shows us that he perfectly understands what charisma means in cinema. [Full review in Spanish]"
rotten,"The villains, the Lobo gang, are deliciously, cartoonishly evil, and the depth of their motivations starts and stops at superficial interpretations of “control.”"
fresh,"Go to the movie and have some fun. It's a gorefest, folks -- heads really roll."
fresh,"I think it's minor work, but it's perfectly entertaining."
rotten,"Not as funny as it could’ve been, the action scenes are horrendous, and not nearly as visually compelling as what’s implied by a New Orleans-set vampire movie starring Nicolas Cage."
rotten,So much potential here but the comedic/dramatic delivery was much less than expected.
fresh,"It's a fun enough time. Nothing more, nothing less."
fresh,"The film is entertaining and will rejoice lovers of gore. What Renfield lacks, though, is mystery. [Full review in Spanish]"
fresh,"Cage really sinks his teeth into this role and the chemistry between he and Hoult sells the premise. The action is beautifully bonkers and OTT, but, with all of the assembled comedic talent, it's a shame Renfield isn't...funnier."
fresh,"Reinfield is a bloody good time! [...] It’s very gory, stylized, over the top, and campy [...] Nicholas Hoult is a great lead in this, I liked Awkwafina playing a role we haven’t really seen her in, and Nicolas Cage was perfectly cast."
rotten,"Cage, who can chew scenery like no human on earth, finally gets to deliver the biting (pun intended) performance he’s dreamed of since “Vampire’s Kiss” in 1988. It’s a pity, really, that Cage’s chance came in a movie that’s so … bloodless."
rotten,"Renfield is so close to working and occasionally it does. Overall though, the script focuses on the wrong aspects that end up dragging the whole thing down."
fresh,Renfield manages to find fun parts of its vampire premise and sink its fangs deep enough to appreciate a Nic Cage Dracula picture.
fresh,"Renfield is a fun, zany, and ultra-gory good time! Nicolas Cage as a Legosi-era Dracula is something I never knew I needed in my life."
rotten,"In Renfield, Nicholas Hoult is a delight as Dracula’s much-abused personal assistant. But even Nicolas Cage as the Count himself can’t keep the movie on track."
fresh,"As the newly self-actualized Renfield would say, it is enough, and it has enough, at least for horror comedy fans looking for some light laughs and even lighter scares."
rotten,"Renfield gets too broad for its britches, and that’s unfortunate, but that being said, Cage is still really great here."
fresh,There's a lot to sink your teeth into.
rotten,"...an irresistible, fun premise that’s squandered to exceedingly (and distressingly) palpable effect by McKay..."
rotten,"None of these fragments cohere into the bloody rewarding romp that may have been intended. Oh well, it’s possible to enjoy Renfield in small bites, but Bela Lugosi can rest easy."
rotten,"It’s loud, cluttered, diverting, sporadically funny, and depthless—a hectic mishmosh, but still better than most such enterprises. In other words, not exactly good, but reasonably cheering in its not-bad-ness."
fresh,"All in all, Renfield doesn’t quite suck, but it’s not the campy vampire comedy we — or Nicolas Cage — deserve."
rotten,"McKay's goal with this movie is to give the source material a new look, but he doesn't have the tools to carry out a proper makeover. This is a re(vamp)ing that could have used a little more coherence."
fresh,"Despite all the blood and silliness, there's actually a warm-hearted encouraging message here. Probably won't win any oscars, but I had a great time watching it!"
rotten,"[Renfield] actually could have been a great, campy horror comedy, but in the end it's just a bland movie elevated by some great scenes and a great performance."
rotten,We’re constantly interrupted by some clumsy crime yarn about a cop and a gangster and their complicated family lives. That’s not what we came for... we don’t deserve Nicolas Cage -- and he deserves better than whatever this is.
rotten,"Renfield suffers from a disease somewhat endemic to modern comedy, which is that, in its desperation to try and outrace the limits of its high-concept premise, it overcomplicates everything."
fresh,If you're a fan of the genre -- if you if you like vampires and you like comedy -- it's the perfect film to go check out. It's a good time.
fresh,"Renfield had loads in the way of comedy clout. But the script is never as funny as the assembled talent would suggest and good action sequences only go so far. It's watchable in a straight-to-DVD way, nothing more."
rotten,The latest take on Dracula (if you want to call it that) is an absurdly silly mashup of superhero and horror genres that nearly rises from the-lack-of-studio-faith coffin based on the likability of its cast and their game efforts.
fresh,"A perfectly fine comedy horror (in that order) film that finds Hoult channelling his Warm Bodies character. Cage is having a campy blast, though Awkwafina is kinda wasted on a tired mob story that feels undercooked."
rotten,"Renfield does not trust the audience to add two plus two, or count. It does not only pre-cut your food for you, but pre-chews it also. Sure, the story could not be easier to digest, but it has also lost all appeal in the process."
fresh,"Nicholas Hoult as Dracula’s loyal servant resembles a cross between a Marvel superhero and John Wick. There’s action, comedy, and massive amounts of gore, but let’s face it, you’re here to see Nicolas Cage as the archetypal vampire and he’s fangtastic!"
fresh,It's a comedy with bite.
fresh,"Renfield is like the junk food version of a horror comedy. It has all the right ingredients for something that should be fantastic, but its recipe for action, comedy, and satisfying storytelling is imbalanced to the point of near disgust."
fresh,Director Chris McKay establishes a wildly gothic visual sensibility that works in tandem with yet another riotously entertaining performance from Nicolas Cage. So the movie will definitely find its fans.
rotten,Even the unflappable Nic Cage can’t ham it up enough to save the movie from its many self-inflicted wounds.
rotten,"The audience must actively choose to buy into [the film's farce], but Renfield is offering no money back when its plot lands in the unholy genre of predictable, forgettable supernatural smut ... Even Cage can't keep ""Renfield"" from sucking so bloody bad."
rotten,"This surfeit of loud, obnoxious, violent junk audaciously claims to call itself a vampire farce, but there isn’t a genuine shred of originality anywhere in sight and it’s as witty as an ambulance with a flat tire."
fresh,"To put it simply, Renfield is plain ol’ horror fun for all types of genre fans."
rotten,"Cage will forever stand as one of the greatest Draculas to ever put on the cape. As for the film itself, it will forever stand as a movie that most certainly does not deserve him."
rotten,"Chris McKay’s Renfield takes an interesting premise and squanders it, abandoning the most interesting relationship at the heart of it for lots of therapy rhetoric and a romance plot line that never seems to work."
rotten,"While on the surface, nothing in Renfield is worthy of abject hatred, its clumsy bloatedness inspires a certain disillusionment in Hollywood comedies: twice this year we’ve been promised giddy fun and been let down by pure unimaginative laziness."
rotten,Rarely do the jokes ever come close to matching the exaggerated silliness of the film’s violence.
rotten,"The things that work about Renfield are outweighed by those that don’t, and it’s a shame because it’s not hard to imagine a version of the film that could have been much better with a bit of massaging and a better grip on what makes these characters tick."
fresh,"A work marked by happiness, vertigo and frivolity. [Full review in Spanish]"
fresh,"Cage was born to play a vampire. Renfield, then, feels like the long-withheld fulfilment of a promise -- the actor finally gets to play the biggest vampire of them all, Dracula. His performance is faultless... If only Renfield had featured him more."
fresh,Renfield is a goofy and sharp comedy that bites deep.
rotten,"The sparse Saturday night crowd I saw it with happily tuned into its broad cartoon style. The glib insubstantiality, though, left me hungry afterwards."
rotten,The real horror of it all is the way director Chris McKay blows what should have been a slam-dunk premise.
fresh,"This movie has plenty of entertainment in it, but the actors are so good we want them to come back in a real vampire spoof that bites better."
fresh,"Renfield is here for those who like laughs accompanied by red geysers, expansive monsters, and protagonists who are up to defying expectations. It’s mostly a blast."
rotten,"It has an amusing premise, a killer supporting performance and bafflingly little interest in either. A staggering misallocation of resources."
rotten,"Suffering from genre dysphoria, Renfield has all elements in place for a hilarious comedy but ultimately takes itself just a little too seriously for its concept."
rotten,"Renfield features running gags about ska music and some guy named Kyle, and even its needle drops feel like missed opportunities."
fresh,"’m recommending Renfield for Cage and Hoult alone, but it’s missing out on fully capitalizing on the concept."
fresh,This tension between competing tonalities makes Renfield consistently entertaining but undeniably uneven... But Cage and company are so clearly having the time of their (undead) lives with the material that it feels petty to quibble too much.
rotten,Renfield never builds upon the promise of its premise.
fresh,"Nicolas Cage is fang-tastic, and so is Nicholas Hoult as the co-dependent Renfield. It's the kind of ridiculous movie that's meant to entertain."
fresh,The scenes between Nicolas Cage and Nicholas Hoult are brilliant. It's too bad that the other characters and subplots are really bland and generic.
fresh,"A modern reimagining of Bram Stoker’s Dracula that looks at the signs and dangers of codependency, served on a delicious platter of wacky comedy, zesty action, and hammy Nicolas Cage performance."
rotten,"If you've watched the film's enticing trailer, you've already heard almost all the best lines and seen a tauter, more engaging version of Renfield than the sloppy mess it turns out to be."
rotten,"It turns out there are several ways to kill Dracula. Not only with crosses and sunlight, but also by forcing him to guest star in an episode of Starsky & Hutch."
rotten,"Garlic bulbs at the ready for Chris McKay’s horror-comedy: a cynical side-hustle of a picture, come to drain the extremities of the Bram Stoker estate and install a lowly pretender as king."
rotten,An ultra-violent and unimaginative Dracula splatter pic that sucks.
fresh,"I would never be so bold as to imply that Renfield was a great comedy, action piece, or horror film, but it does all three to varying degrees quite well, and that rich combination makes for a fun crowd-pleaser."
rotten,"This action/horror/comedy starts well, with a good idea and some big laughs, but it soon devolves into an overly familiar mishmash of fights and chases. It's both trying too hard and not hard enough."
fresh,Perfectly good fun. But one can’t shake the sense that this 93-minute film has lost a deal of its secondary plotting along the way to release.
rotten,The entire movie is an intellectual nightmare... This franchise peaked long ago.
fresh,Fast X maintains the key ingredients and takes them to the max. [Full review in Spanish]
rotten,Tiresome in all the ways it should kick ass.
fresh,"Roman and Tej have their banter, and Cena's Jakob brings some much needed self-deprecation, but Momoa's Dante is a delightfully catty bitch, and really saves Fast X from getting bogged down in the franchise's combo of gonzo idiocy and weepy telenovela."
rotten,"Fast X devours every iteration of the franchise and spits the biggest, fastest, and most ridiculous parts back at you, sometimes without chewing."
rotten,Vin Diesel’s Dom is particularly monosyllabic and earnest (Vin does takes these films very seriously) but mostly the rest of the crew turn up in scenes that are so disparate that it’s hard to connect with them.
fresh,"All that we liked about the franchise is there including monster motors, vaguely juvenile jousting (we did find it funny when we were younger and more confused) and a spot of street racing"
rotten,"Just as surely as the Earth circles the sun, there are some certainties to be found in the Fast & Furious franchise as it hits #10 in the series."
rotten,A certain degree of improbability is acceptable in a massive action film but eventually the laws of physics do trump everything else.
rotten,It shows clear signs of wear and tear in every boring chase that sends Vin Diesel down avenues to defy the laws of physics in his 1970 Dodge Charger R/T. [Full review in Spanish]
fresh,"... pushes the envelope on everything, reason be damned, resulting in the high-octane excitement you expect, though it makes the least amount of sense out of the entire series."
fresh,"As a direct counterpart to Vin Diesel, who still seems like the only one in the cast still taking any of this remotely seriously, Momoa has quickly shot to the top of the list of series bad guys by being just as over-the-top as he can be."
fresh,"There's no telling how many more of these movies Diesel and Company have up their sleeves, but at least this one tries its best to set the stage for a new trilogy with a befitting villain in Jason Momoa."
fresh,"Look, if you're gonna see and Fast & the Furious you know what you're gonna get. You know there's gonna be car chases, you know it's gonna be over-the-top, but I still enjoyed this movie."
rotten,"Fast X desperately wants to be a fun popcorn summer flick. The film manages to achieve that status quite a few times, but the runtime is so sprawling, the script so nonsensical, and the action sequences so drawn-out that it cannot sustain the levity."
fresh,Not the best Fast & Furious film but the fact that the film goes back to the basics and forgets about things like going into space makes it a worthy addition to the franchise.
rotten,"Living on-screen life a quarter mile at a time now seems more like a variety show than a movie, at least where all that recognisable talent is involved."
rotten,"Fast X’s focus is action, loads of it. Many of which you've seen from Mission: Impossible, DC, James Bond, and even past Fast films. It's like listening to a band’s greatest hits album, but only to realize that they are running out of original ideas."
rotten,This addition to the cinematic junk food action franchise doesn’t have amusing set-pieces that catch the audience’s attention.
fresh,"Fast x saved the Fast & Furious Franchise for me. Fast X brings back what I loved from Fast 5-7! Jason Momoa injects the adrenaline rush this franchise truly needed to elevate the stakes, the insanity, & family."
fresh,"We are probably facing the best 'Avengers' movie with flashy cars, sleeveless shirts, the smell of gasoline, and down-to-earth superpowers that we can savor."
fresh,"the wheels on the muscle cars keep turning even if they look worse than the Chrysler LeBaron driven by John Candy and Steve Martin in Planes, Trains and Automobiles (1987). They are spectacles with no stakes, and even the spectacles are computer fakery."
rotten,Fast X is elevated by the presence of Aquaman and a flagrant disregard for human constraints like “good taste.” It’s the best film in the Fast & Furious series to kind of watch out of the corner of your eye while doing something else.
rotten,"None of these expensively assembled elements fit together as a coherent story... it's difficult to argue that a film that cost a reported $350million can justify being ""so bad it's good""."
fresh,"The car chases are first-rate, still finding creative if not plausible ways to hurl cars at people, off mountains, and sometimes at each other."
fresh,I'm still having fun with this completely ridiculous universe but Fast is (puts on sunglasses) running out of gas.
fresh,"While Fast X still delivers on propulsive stunts and fan service, as the 10th instalment and with the promise (or is that a threat?) of at least two more, it’s starting to run out of road."
rotten,Out of gas. Spinning its tires. Stuck in the ditch. Slid too far off the road. Grinding its gears. Crashed and burning with one wheel spinning. Insert your automobile cliche here.
fresh,"I've been a fan since ""F&F1"" and it is still a great ride."
fresh,"The best thing about this movie is Jason Momoa. He just said ""You know what, guys? I'm going to pull the top off this one and let it rip."""
fresh,"This film is very entertaining but not especially good. That's OK, because if you're a fan of this series I think you'll be happy with what you get."
fresh,"Fast X is the first chapter of the end — and it's a completely ridiculous, self-aware, bloated act of fan service that's pretty damn entertaining."
fresh,"After 10 films and a spinoff, fans who’ve been along for the ride will find this joyride a blast with scenes that feel like throwbacks to their favourite characters, locations, and car chases."
fresh,"There are certain obvious pitfalls to such a story, and while “Fast X” definitely still feels like a fun ride, it can’t help but get caught up in doing too much at once, which is really saying something for a film in this franchise."
fresh,"If you’ve stuck with the ‘Fast and Furious’ franchise for 12 years, then this is just as enjoyable as the previous entries."
fresh,Fast X does everything you want to see out of a Fast & Furious movie.
fresh,"If it weren’t for Jason Momoa, Fast X would be as unbearable as the last few Fast films, but thank the gods for him, because he is the shot in the arm this franchise desperately needed."
fresh,"Like many previous F&F movies, this one is a globe-trotting action and spy thriller, much like the James Bond movies. The action scenes in this movie are sometimes crazy, but not as crazy as they were in F9. Action is the only reason to watch this movie."
rotten,"Fast X continues the franchise’s mission to scale bigger and campier heights, and there are moments that will have you full-volume hooting and hollering in your seat, but it’s undone by the gravest sin of this cinematic universe: it breaks up the family."
fresh,A mindless & excessive trippy ride that entertains.
rotten,"Senseless, recycled, cliche-clogged screenplay that's frenetic and futile...wheely, wheely stupid - but it does tease the return of Dwayne Johnson in the next round."
fresh,Jason Momoa steals the show.
fresh,It's been a long time on the road but Jason Momoa's maniac villain gives the franchise a jolt.
fresh,"At 142 minutes, you do get your money’s worth."
fresh,An appealingly sincere spectacle.
fresh,"It's convoluted and silly, and comic-book-y... I can say all those things but I'm not being pejorative about any of it. It's exactly what you want from a big action-crazy cartoon."
rotten,Universal’s 11th Fast & Furious movie is essentially a thinly plotted telenovela that’s way more fixated on feelings and family than cars.
rotten,Mildly more tolerable than the previous two entries but only when the pedals are pushed and a few punches are thrown. Momoa is emulating Cage in Face/Off and is having fun but any word spoken by any other alpha male is deadly dull as usual.
fresh,"After 22 years, the Fast and Furious franchise finally gets a memorable villain in Fast X, thanks to Jason Momoa. This series needs an adversary as gonzo as its off-the-wall antics, and bless Momoa for going the extra mile and then some."
rotten,"There's really no need to be watching these anymore. At one point, their silliness was fun, but now it's just stupid."
fresh,"I’ve seen all ten films, you know what you’ll get with these movies—they are family-centered, outrageous cars, eye-popping visual stunts, and wild rides, plus a new outstanding villain, Dante--if you go in with that expectation, you should be entertained."
rotten,"Momoa's Dante is at first a lively and welcome departure from the series’ previous forgettable villains, until he slips into offensive stereotypes."
rotten,A typically underwhelming entry within an underwhelming series...
fresh,"It’s fair to wonder how much tread is left on this franchise’s tires, but Fast X is just relentlessly entertaining enough to keep things afloat before the grand finale."
fresh,"This franchise never disappoints on the heart stopping stunts, fight sequences and star power.  This time the new faces, in addition to the core four, are Rita Moreno as Abuelita and Jason Momoa as Dante who steal the show."
fresh,"Like the previous episodes, the Fast X script contains inside jokes, self-conscious dialogue, scenes that border melodrama, and action sequences that raise the bar for implausibility (something we all expected... [Full Review in Spanish]"
